title,release_year,language,genre,overview,vote_average,vote_count,popularity,cleaned_overview
The Purge: Election Year,2016,Amerikanisch,Horror,two year choosing kill killed son former police sergeant leo barnes become head security senator charlene roan front runner next presidential election due vow eliminate purge night final purge betrayal within government force barnes roan onto street must fight survive night,6.394,5178.0,45.097,two year choosing kill killed son former police sergeant leo barnes become head security senator charlene roan front runner next presidential election due vow eliminate purge night final purge betrayal within government force barnes roan onto street must fight survive night
Agnes,2021,Amerikanisch,Horror,rumor demonic possession religious convent prompt church investigation strange goingson among nun disaffected priest neophyte confronted temptation bloodshed crisis faith,4.256,39.0,14.459,rumor demonic possession religious convent prompt church investigation strange goingson among disaffected priest neophyte confronted temptation bloodshed crisis faith
The Jungle Book,2016,Amerikanisch,Drama,mancub named mowgli fostered wolf threat tiger shere khan mowgli forced flee jungle embarks journey self discovery help panther bagheera freespirited bear baloo,6.9,7979.0,36.217,mancub named mowgli fostered wolf threat tiger shere khan mowgli forced flee jungle embarks journey self discovery help panther bagheera freespirited bear baloo
A Royal Recipe for Love,2023,Amerikanisch,Romanze,emma upandcoming baker new york city hired bake marquess pembroke birthday party convinced good job lead landing cookbook deal finding must share kitchen handsome unpredictable marco private chef star want throw plan recipe window,7.0,7.0,7.937,emma upandcoming baker new york city hired bake marquess pembroke birthday party convinced good job lead landing cookbook deal finding must share kitchen handsome unpredictable marco private chef star want throw plan recipe window
Reprisal,2018,Amerikanisch,Action,jacob bank manager haunted violent heist took life coworker team excop neighbor james bring assailant two men work together figure thief next move gabriel highlytrained criminal one step ahead gabriel kidnaps jacob wife daughter jacob barrel path bloodshed initiate explosive counterattack brings three men breaking point,5.3,280.0,10.714,jacob bank manager haunted violent heist took life coworker team excop neighbor james bring assailant two men work together figure thief next move gabriel highlytrained criminal one step ahead gabriel kidnaps jacob wife daughter jacob barrel path bloodshed initiate explosive counterattack brings three men breaking point
The Vanished,2020,Amerikanisch,Horror,family vacation take terrifying turn parent paul wendy discover young daughter vanished without trace stopping nothing find search truth lead shocking revelation,6.057,314.0,7.952,family vacation take terrifying turn parent paul wendy discover young daughter vanished without trace stopping nothing find search truth lead shocking revelation
Our Brand Is Crisis,2015,Amerikanisch,Drama,based documentary brand crisis feature focus use american political campaign strategy south america,5.842,486.0,6.943,based documentary brand crisis feature focus use american political campaign strategy south america
Dark Web: Cicada 3301,2021,Amerikanisch,Action,genius hacker connor discovers cicada 3301 online treasure hunt could recruiting tool secret society soon conner artexpert friend avi secretive librarian gwen dashing graffiti site ancient library uncover realworld clue must outrun aggressive nsa agent hot trail cicada want glory,6.004,114.0,11.699,genius hacker connor discovers cicada online treasure hunt could recruiting tool secret society soon conner artexpert friend avi secretive librarian gwen dashing graffiti site ancient library uncover realworld clue must outrun aggressive nsa agent hot trail cicada want glory
Journey to Bethlehem,2023,Amerikanisch,Drama,young woman carrying unimaginable responsibility young torn love honor jealous king stop nothing keep crown,7.7,55.0,10.92,young woman carrying unimaginable responsibility young torn love honor jealous king stop nothing keep crown
Spy,2015,Amerikanisch,Humor,deskbound cia analyst volunteer go undercover infiltrate world deadly arm dealer prevent diabolical global disaster,6.834,5950.0,20.365,deskbound cia analyst volunteer go undercover infiltrate world deadly arm dealer prevent diabolical global disaster
The Finest Hours,2016,Amerikanisch,Drama,coast guard make daring rescue attempt coast cape cod pair oil tanker destroyed blizzard 1952,6.591,1580.0,12.797,coast guard make daring rescue attempt coast cape cod pair oil tanker destroyed blizzard
The Offering,2022,Amerikanisch,Drama,wake young jewish girl disappearance son hasidic funeral director return home pregnant wife hope reconciling father little know directly beneath family morgue ancient evil sinister plan unborn child lurks inside mysterious corpse,6.014,311.0,11.636,wake young jewish girl disappearance son hasidic funeral director return home pregnant wife hope reconciling father little know directly beneath family morgue ancient evil sinister plan unborn child lurks inside mysterious corpse
Despicable Me 3,2017,Amerikanisch,Action,gru wife lucy must stop former 80 child star balthazar bratt achieving world domination,6.469,7072.0,44.643,gru wife lucy must stop former child star balthazar bratt achieving world domination
The Nightmare,2015,Amerikanisch,Horror,eight people experience sleep paralysis condition leaf unable move speak react,5.5,267.0,6.394,eight people experience sleep paralysis condition leaf unable move speak react
Night Shift,2018,Amerikanisch,Horror,amy begin first night shift hotel murderous past witnessing terrifying event trapped within loop amy must find way escape flesh obsessed murderer save resident hotel,5.593,27.0,14.6,amy begin first night shift hotel murderous past witnessing terrifying event trapped within loop amy must find way escape flesh obsessed murderer save resident hotel
The Rat Catcher,2023,Amerikanisch,Humor,english village reporter mechanic listen ratcatcher explain clever plan outwit prey,6.622,361.0,35.756,english village reporter mechanic listen ratcatcher explain clever plan outwit prey
Goosebumps,2015,Amerikanisch,Horror,moving small town zach cooper find silver lining meet next door neighbor hannah daughter bestselling goosebump series author rl stine zach unintentionally unleashes real monster manuscript begin terrorize town suddenly stine zach hannah get back book belong,6.317,3715.0,27.935,moving small town zach cooper find silver lining meet next door neighbor hannah daughter bestselling goosebump series author rl stine zach unintentionally unleashes real monster manuscript begin terrorize town suddenly stine zach hannah get back book belong
After We Fell,2021,Amerikanisch,Drama,tessas life begin become unglued nothing thought would friend family person able rely hardin furious discovers massive secret shes keeping tessa make biggest decision life everything change revelation family,7.062,2545.0,53.301,tessas life begin become unglued nothing thought would friend family person able rely hardin furious discovers massive secret shes keeping tessa make biggest decision life everything change revelation family
