title,release_year,language,overview,vote_average,vote_count,popularity
Chhatriwali,2023.0,Indisch,"Sanya is an unemployed chemistry genius looking for a job. However, she also wants to use her knowledge of chemistry to help young minds move beyond the taboos of sex with the right education.",5.5,6.0,4.848
The Tashkent Files,2019.0,Indisch,"The Tashkent Files is a thriller that revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death, or, as alleged, was assassinated.",7.356,45.0,4.99
Piku,2015.0,Indisch,A taxi driver is caught between a dysfunctional relationship between a woman and her father as he drives them to Kolkata.,7.0,186.0,7.512
Ganapath,2023.0,Indisch,"In a dystopian future, Ganapath, a relentless and skilled vigilante, embarks on a mission to dismantle a powerful criminal empire that has gripped the city in fear. Ganapath becomes a symbol of hope for the oppressed in which leads dark.",3.0,5.0,6.83
Bheed,2023.0,Indisch,"8 hours, complete lockdown in the whole of India, movement shut and state borders sealed. Thousands of migrants without food, water and mode of transport were forced to return to their homes. A crisis that shook the whole nation, a time when borders of disparity divided the people and one man stood for humanity.",6.0,13.0,6.293
Ek Anjaan Rishtey Ka Guilt 2,2022.0,Indisch,"A woman lives a dissatisfied life with her husband and daughter in Patnitop, a hill station. However, her life takes a turn when she begins an affair with her employer.",0.0,0.0,5.647
Tejas,2023.0,Indisch,"Indian Air Force officer Tejas sets out on a dangerous mission to rescue an Indian spy from Pakistan. While she faces the terrorists that come her way, she must also fight the ghosts of her past.",4.313,8.0,10.426
Kho Gaye Hum Kahan,2023.0,Indisch,"Three best friends juggle life as 20-somethings in Mumbai, where romance, ambition and heartbreak collide with the addictive draw of social media.",6.5,51.0,10.211
Kabir Singh,2019.0,Indisch,"Kabir, a genius yet hostile medical student, falls in love with Preeti from his college. When Preeti's father spots the couple kissing, he opposes their relationship and decides to marry her off.",6.5,132.0,9.12
Margarita with a Straw,2015.0,Indisch,"A rebellious young woman with cerebral palsy leaves India to study in New York. On her journey of self-discovery, she unexpectedly falls in love.",6.9,75.0,7.614
Khuda Haafiz,2020.0,Indisch,"When the 2008 recession leaves Sameer Chaudhary and his wife Nargis jobless, they struggle to make a living and after three months, succeed when they find jobs in a Middle East country named Noman. Due to delay in arrival of documents, Sameer stays in India while Nargis heads to Noman, upon arriving where she is abducted as she pleads for help over a phone call to Sameer. Enraged and helpless, Sameer heads to Noman and teams up with a local taxi driver to find Nargis before it is too late.",6.863,40.0,6.07
Badhaai Do,2022.0,Indisch,A gay cop and a lesbian teacher enter a sham marriage to pacify their families but find that relationships — both real and fake — aren't all that easy.,6.8,62.0,4.429
Toilet: A Love Story,2017.0,Indisch,"A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.",6.796,186.0,6.859
Shiddat,2021.0,Indisch,"Love-struck Jaggi can cross the seven seas for his dream girl, Kartika. Even if it means stopping her wedding as he doesn't want to be friend-zoned.",7.55,20.0,7.72
Masaan,2015.0,Indisch,"Four lives intersect along the Ganges: a low caste boy in hopeless love, a daughter ridden with guilt of a sexual encounter ending in a tragedy, a hapless father with fading morality, and a spirited child yearning for a family, long to escape the moral constructs of a small-town.",6.994,171.0,6.848
Simmba,2018.0,Indisch,A corrupt police officer enjoys all the perks of being an immoral and unethical police officer until an event which transforms his life completely and forces him to choose the righteous path.,6.1,78.0,8.441
Mulk,2018.0,Indisch,"The youngest son of a Muslim family settled in Benaras gets involved in terrorist activities, leading to a bomb blast massacre. His actions have an adverse effect on the family who are left to defend themselves as people who are innocent and not anti-nationals.",6.7,37.0,6.944
Street Dancer 3D,2020.0,Indisch,"Two rival dance groups from India and Pakistan who are always competing against each other, join forces when it comes to competing at an international dance competition.",6.6,37.0,5.944
Drive,2019.0,Indisch,"A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authorities, who have their own dirty secrets.",5.07,57.0,7.538
Jersey,2022.0,Indisch,"An ex-cricketer struggling to make ends meet, wants to fulfill his child's wish of getting an Indian jersey but in the process comes face to face with his heroic past and is forced to decide if he will rise to the occasion and become a symbol of hope or continue to live a life as a loser?",7.0,39.0,5.258
Double XL,2022.0,Indisch,"Rajshri wants to be a sports presenter on TV but is promptly told that she is 'too healthy' for it. Saira, a fashion designer also has hit rock bottom in her life after she is cheated on by her boyfriend. A chance encounter between the two leads them to London to discover themselves and challenge the norms of who's a 'normal woman'.",5.4,8.0,4.264
Ginny Weds Sunny,2020.0,Indisch,"Delhi girl Ginny lives with her matchmaker mother and is set up with Sunny, who has given up on the idea of love. He just wants to get married and settle down. But, the match is not that simple. As Ginny meets Sunny, there’s a lot more that comes to the fore than previously imagined in this tale of love, life, weddings and music.",6.3,24.0,6.534
Mrs. Serial Killer,2020.0,Indisch,"When her husband is framed and imprisoned for serial murders, a doting wife must perform a copycat murder, to prove her husband's innocence.",6.3,79.0,7.429
NH10,2015.0,Indisch,"Meera and Arjun are professionals living in Gurgaon. On their way to a luxurious desert holiday they stop on a Highway dhaba for dinner, where they witness a young girl being picked up by a bunch of hoodlums. Arjun chooses to step in, unmindful of the danger ahead.",6.799,77.0,6.862
Parched,2015.0,Indisch,"In the arid landscape of Rajasthan, four women navigate their way through personal and cultural difficulties.",7.4,87.0,7.162
Dishoom,2016.0,Indisch,"When India's top cricketer is kidnapped in the Middle East, a loose cannon and a rookie cop are tasked with finding him before the high-stakes match with Pakistan.",5.349,86.0,6.879
Prem Ratan Dhan Payo,2015.0,Indisch,"While recovering from an assassination attempt four days before his coronation, a stern prince is replaced by a romantic lookalike.",5.425,107.0,8.797
Satyameva Jayate,2018.0,Indisch,"DCP Shivansh has been tasked to catch Vir, the man behind police killings in the city. Both are eventually against the same enemy but divided by a fine line, the law.",6.509,53.0,9.715
Dhaakad,2022.0,Indisch,"Special Agent Agni is tasked to find information and eventually, eliminate Rudraveer, an international human trafficker and a coal mafioso. Things turn personal when Agni discovers a truth that connects her to Rudraveer.",4.417,11.0,4.892
Mom,2017.0,Indisch,"After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked free.",7.569,195.0,7.794
Kedarnath,2018.0,Indisch,"Mansoor, a reserved and reticent Pithoo (porter), helps pilgrims make an arduous journey upwards to the temple town. His world turns around when he meets the beautiful and rebellious Mukku who draws him into a whirlwind of intense love.",6.539,38.0,8.183
Loev,2016.0,Indisch,"When hot shot, Wall Street dealmaker Jai thinks of putting some pleasure into his 48 hour business trip to Mumbai, Sahil, his young, music-producer friend, drops everything, including his reckless boyfriend Alex, to help him execute the perfect getaway. Hiking the hills and canyons of Maharashtra, amidst half-attempted conversations and sudden silences, business calls and old jokes, the friends discover there is more than just time-zones keeping them apart. Things take another turn when Alex shows up with a new male-companion at his side, throwing up old conflicts and bringing unanswered questions to the fore.",5.333,99.0,5.509
Dangerous,2022.0,Indisch,"Two women, who have some had bad experiences with men, passionately fall in love with each other.",1.0,2.0,4.608
Mili,2022.0,Indisch,"Mili Naudiyal, a nursing graduate is planning to move to Canada. She takes up a job at a food outlet for the time being but her sudden disappearance without a clue leaves her loved ones in a desperate search for her in this survival drama.",6.3,14.0,4.08
83,2021.0,Indisch,"On the 25th of June 1983, the Lord’s Cricket Ground witnessed one of the biggest underdog stories in the history of sports. Fourteen inspired players - led by a man's self-belief and conviction - fought against all odds and orchestrated India’s greatest sporting triumph by beating the two-time World Champions West Indies.",7.049,51.0,4.816
Laal Singh Chaddha,2022.0,Indisch,"Events in India's history — from the Emergency and the famous Cricket World Cup win to the Punjab riots — unfold from the perspective of an innocent Sikh man Laal Singh Chaddha, a person with a low IQ but high optimism. Laal is able to achieve everything under the sun but his childhood love continues to elude him.",6.6,65.0,6.489
Climax,2020.0,Indisch,"Diane and her boyfriend try to do things out of the blue and enter a desert even after there is a no-entry board written on it. In this situation, scary things and some crazy people start troubling them. The couple runs for their life and reaches a small town only to know there are more dangerous situations are in store for them. Who is behind these incidents and how the couple comes out of this mess forms the crux of the story.",3.7,8.0,9.374
Talvar,2015.0,Indisch,A hardened cop deals with three conflicting perspectives involving a brutal double murder. The case is complicated as the prime suspects are the parents who supposedly killed their teenage daughter.,7.457,164.0,7.507
