title,release_year,language,overview,vote_average,vote_count,popularity
Gunjan Saxena: The Kargil Girl,2020,Indisch,Inspired by the life of a fearless young officer who made history by becoming the first Indian female Air Force officer to fly in a combat zone during the 1999 Kargil War,7.4,75,6.698
Gully Boy,2019,Indisch,A coming-of-age story based on the lives of street rappers in Mumbai.,7.362,174,7.443
Hello Doctor,2020,Indisch,,0.0,0,5.947
Bhuj: The Pride of India,2021,Indisch,"Set in the backdrop of the 1971 Indo-Pakistan War, the film tells the story of the IAF Squadron Leader Vijay Karnik, and his bravery, patriotism and determination.",5.7,23,10.878
83,2021,Indisch,"On the 25th of June 1983, the Lord’s Cricket Ground witnessed one of the biggest underdog stories in the history of sports. Fourteen inspired players - led by a man's self-belief and conviction - fought against all odds and orchestrated India’s greatest sporting triumph by beating the two-time World Champions West Indies.",7.048,52,8.238
Welcome Home,2020,Indisch,Welcome Home is being touted as a psychological drama with lots of thrills. The movie follows a pregnant woman living in a house. She is visited by a few other ladies presumably some officials and ask her about her lifestyle.,5.821,14,7.087
Raid,2018,Indisch,An incorruptible IT officer Amay Patnaik (Ajay Devgn) gets an anonymous tip about a political leader Tauji’s (Saurabh Shukla) illegal assets. Patnaik plans an elaborate Raid on Tauji’s home and businesses.,7.226,95,8.761
Alone,2015,Indisch,"Conjoined at birth, Anjana and Sanjana were twin sisters who lived by one promise made to each other - 'We will always be together. We will never separate'. Mysterious circumstances lead to the death of one while the other survived. Years later, the ghost of the dead comes back to haunt the surviving sister. Why was the promise broken?",4.8,23,5.347
Bachchhan Paandey,2022,Indisch,A budding director tries to research a merciless gangster for making a film on gangsterism. But her secret attempts to conduct the research fail when she gets caught for snooping.,5.3,27,4.733
Akira,2016,Indisch,"Akira Sharma is your average Jane from Jodhpur. Early in life she sees an atrocity committed on a neighbour and learns to defend herself. And, a spitfire is born.",5.616,43,4.568
Love Duo,2020,Indisch,"An M-Tech final year student Janhavi is in an intimate relationship for four years along with her boyfriend Sameer, the semister is about to finish and so is the time for the couple to half methods as Janhavi has to now return to her house city and stay along with her mom who’s a single mother or father and a lawyer by occupation on the Excessive Courtroom, the story takes a flip when Sameer asks Janhavi to introduce him to her mom and speak to her about their relationship, nonetheless, the twist unfolds when Janhavi’s mom has some crafty plans to meet her hidden fantasies after assembly Sameer. Will Janhavi and Sameer get married or will Janhavi’s mom achieve her evil wishes. Watch to seek out out.",0.0,0,8.15
Race 3,2018,Indisch,"The Singh family comprises of Shamsher his step-son Sikandar, twins Suraj and Sanjana. They run a business of illegal arms and trade with the help of their friend Yash. Things get dramatic when Jessica meets Sikandar and the family ties are strained under each character’s ulterior motives.",3.9,66,7.12
Ghost Stories,2020,Indisch,An anthology of four short horror tales.,5.033,75,6.128
Marjaavaan,2019,Indisch,Raghu and Zoya are enjoying their lives together until a gang leader with harmful intentions turns their world upside down.,7.4,30,7.028
Coolie No. 1,2020,Indisch,"Insulted by Rosario, a rich businessman, Jai Kishen a Matchmaker teaches him a lesson by getting his daughter married to Raju, a Coolie, who poses to be a millionaire. They sense something fishy and Raju's deceptions are discovered. In an attempt to cover it up, he cooks up a story of having a filthy rich twin. One lie leads to another and things start to go awry culminating in a comedy of errors.",5.362,58,5.12
Did It Happen?,2020,Indisch,"In A not-so- typical scenario, Ishan a young, charismatic boy is staying with his mom's friend, someone he's attracted to. While his imagination often does run wild, Ishan is stuck in a conundrum - did it really happen?",6.5,6,7.303
Ajeeb Daastaans,2021,Indisch,An anthology of four stories that explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.,6.3,35,6.424
Ludo,2020,Indisch,"Ludo is about the butterfly effect and how, despite all the chaos and crowd of the world, all our lives are inextricably connected. From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",7.218,103,10.336
Phone Bhoot,2022,Indisch,"Two crazy, jobless, horror-film addicts Major and Gullu, under immense family pressure to find work, hit upon the idea to float a unique ghost-capturing service when they meet a spirit, Ragini, who makes their business a success but in return asks them for a favour which they are compelled to honour.",5.227,22,5.534
Apurva,2023,Indisch,"In the merciless Chambal ravines, a regular girl must outwit hardcore dacoits to survive one night before any help comes her way.",5.3,6,4.382
Ginny Weds Sunny,2020,Indisch,"Delhi girl Ginny lives with her matchmaker mother and is set up with Sunny, who has given up on the idea of love. He just wants to get married and settle down. But, the match is not that simple. As Ginny meets Sunny, there’s a lot more that comes to the fore than previously imagined in this tale of love, life, weddings and music.",6.3,24,10.077
Gaslight,2023,Indisch,"Meesha, a young paraplegic woman confined to a wheelchair, returns to her family’s royal estate after 15 years at the behest of her estranged father, only to learn that he’s mysteriously missing and probably dead.",5.467,15,6.828
Ok Jaanu,2017,Indisch,"Adi and Tara move to Bombay to pursue their dreams. A chance meeting sparks off a heady, no strings attached romance until their careers pull them apart. Will ambition prevail over matters of the heart?",5.845,58,6.085
Beyond the Clouds,2018,Indisch,"A hedonistic teenager in Mumbai is busted for dealing drugs and goes to his estranged sister for help, but complications land her in jail.",6.4,22,4.503
Baaghi 2,2018,Indisch,"A battle-hardened army officer goes in search of his ex-lover's child who is mysteriously kidnapped. Neha reaches out to the only person who can help her with her plight, Ronnie. He goes deep into the underbelly of Goa, facing off against drug lords, menacing Russian henchmen, and blood thirsty animals. Daring stunts, chase sequences, air strikes, bomb blasts and other large-scale action sequences will be done with a bona-fide, larger than life approach, truly making it a spectacle.",6.1,70,8.44
Drishyam,2015,Indisch,"A simple, street-smart man tries to protect his family from a cop looking for her missing son.",7.697,396,8.587
Loev,2016,Indisch,"When hot shot, Wall Street dealmaker Jai thinks of putting some pleasure into his 48 hour business trip to Mumbai, Sahil, his young, music-producer friend, drops everything, including his reckless boyfriend Alex, to help him execute the perfect getaway. Hiking the hills and canyons of Maharashtra, amidst half-attempted conversations and sudden silences, business calls and old jokes, the friends discover there is more than just time-zones keeping them apart. Things take another turn when Alex shows up with a new male-companion at his side, throwing up old conflicts and bringing unanswered questions to the fore.",5.333,99,6.044
Golmaal Again,2017,Indisch,"Gopal and his best friends are back again, and this time they move back to their old neighborhood in a new palatial house where they learn that it is being haunted by a ghost.",5.473,93,6.364
The Kashmir Files,2022,Indisch,"Based on a true tragedy, the emotionally triggering film sheds light on the plight of Kashmiri Pandits (Hindus), a religious minority in the 1990s Kashmir valley, who were compelled to flee their homes by the Islamic militants.",7.183,60,5.384
Jolly LLB 2,2017,Indisch,"A blunt, abrasive and yet oddly compassionate Jagdishwar Mishra aka Jolly, a small-time struggling lawyer who moves from Kanpur to the city of Nawabs to pursue his dream of becoming a big-time lawyer.",6.871,128,9.32
Sanam Re,2016,Indisch,A story about the man who is confused with his love life finds solace in his birthplace with his childhood love.,6.134,55,4.468
Badla,2019,Indisch,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,7.324,136,7.82
Raman Raghav 2.0,2016,Indisch,A corrupt cop and a serial killer obsessed with a psychopath from the '60s get caught up in a ruthless cat-and-mouse game.,7.065,116,6.554
Satyameva Jayate,2018,Indisch,"DCP Shivansh has been tasked to catch Vir, the man behind police killings in the city. Both are eventually against the same enemy but divided by a fine line, the law.",6.509,53,5.393
Jaadugar,2022,Indisch,A small-time magician with zero interest in football must lead his local team to the finals of a tournament if he wishes to marry the love of his life.,6.4,24,5.285
Piku,2015,Indisch,A taxi driver is caught between a dysfunctional relationship between a woman and her father as he drives them to Kolkata.,7.0,186,7.295
